Date,Open,High,Low,Close,Adj Close,Volume
2004-08-09,301.136688,307.282349,294.991058,301.136688,146.575867,437228174
2004-08-16,294.991058,301.136688,294.991058,301.136688,146.575867,90907840
2004-08-23,294.991058,307.282349,282.699768,307.282349,149.567230,763125517
2004-08-30,301.136688,338.010590,301.136688,331.864929,161.532593,995806473
2004-09-06,331.864929,350.301880,319.573639,350.301880,170.506638,1262289812
2004-09-13,350.301880,362.593170,344.156219,356.447510,173.497971,806117331
2004-09-20,356.447510,362.593170,350.301880,362.593170,176.489349,669833875
2004-09-27,362.593170,362.593170,344.156219,356.447510,173.497971,302384763
2004-10-04,356.447510,387.175751,356.447510,387.175751,188.454681,912086646
2004-10-11,381.030121,387.175751,362.593170,374.884460,182.472046,557168762
2004-10-18,374.884460,374.884460,350.301880,368.738800,179.480667,718508571
2004-10-25,356.447510,393.321411,356.447510,387.175751,188.454681,659741366
2004-11-01,387.175751,424.049652,387.175751,411.758331,200.420074,869770109
2004-11-08,405.612701,424.049652,393.321411,417.903992,203.411423,493831247
2004-11-15,417.903992,417.903992,417.903992,417.903992,203.411423,0
2004-11-22,424.049652,479.360474,417.903992,448.632233,218.368134,1393461925
2004-11-29,448.632233,491.651764,442.486572,467.069153,227.342209,1173304061
2004-12-06,467.069153,485.506104,442.486572,454.777863,221.359543,960004709
2004-12-13,454.777863,460.923523,430.195282,460.923523,224.350891,692374220
2004-12-20,454.777863,479.360474,442.486572,473.214813,238.163528,662595012
2004-12-27,473.214813,485.506104,467.069153,473.214813,238.163528,363436107
2005-01-03,474.443939,503.943054,454.777863,491.651764,247.442657,1220190907
2005-01-10,485.506104,491.651764,459.694397,459.694397,231.358948,699761561
2005-01-17,459.694397,469.527435,452.319611,469.527435,236.307785,471986518
2005-01-24,469.527435,486.735229,467.069153,476.902191,240.019363,700406327
2005-01-31,474.443939,479.360474,444.944824,449.861359,226.410080,1238537228
2005-02-07,449.861359,452.319611,430.195282,449.861359,226.410080,1253523445
2005-02-14,449.861359,467.069153,442.486572,459.694397,231.358948,1259185989
2005-02-21,457.236145,474.443939,442.486572,444.944824,223.935623,1107078324
2005-02-28,444.944824,462.152649,442.486572,452.319611,227.647202,645682635
2005-03-07,454.777863,462.152649,444.944824,447.403107,225.172852,570399672
2005-03-14,447.403107,447.403107,415.445740,425.278778,214.037918,1312233700
2005-03-21,427.737030,432.653534,412.987457,415.445740,209.089096,911765281
2005-03-28,415.445740,425.278778,403.154449,420.362244,211.563492,757786373
2005-04-04,417.903992,435.111786,417.903992,427.737030,215.275146,409568353
2005-04-11,422.820496,427.737030,408.070953,415.445740,209.089096,503154921
2005-04-18,410.529205,410.529205,390.863129,390.863129,196.716858,469267114
2005-04-25,390.863129,403.154449,334.323181,393.321411,197.954163,1703740489
2005-05-02,393.321411,412.987457,388.404877,410.529205,206.614609,273996783
2005-05-09,410.529205,427.737030,403.154449,412.987457,207.851852,1271340932
2005-05-16,415.445740,422.820496,400.696167,408.070953,205.377457,583709907
2005-05-23,405.612701,417.903992,403.154449,415.445740,209.089096,436654598
2005-05-30,415.445740,420.362244,361.364044,363.822296,183.107544,1641501314
2005-06-06,358.905792,378.571838,353.989258,371.197083,186.819199,899783222
2005-06-13,371.197083,373.655334,351.531006,358.905792,180.633179,900875460
2005-06-20,358.905792,378.571838,356.447510,373.655334,197.265991,830939778
2005-06-27,373.655334,378.571838,368.738800,378.571838,199.861603,431836146
2005-07-04,378.571838,381.030121,361.364044,363.822296,192.074768,615645113
2005-07-11,366.280548,373.655334,363.822296,368.738800,194.670410,625524056
2005-07-18,366.280548,395.779663,363.822296,390.863129,206.350540,1027326753
2005-07-25,390.863129,400.696167,390.863129,395.779663,208.946198,553241185
2005-08-01,393.321411,412.987457,393.321411,408.070953,215.435287,621797841
2005-08-08,405.612701,412.987457,400.696167,405.612701,214.137451,409249021
2005-08-15,403.154449,403.154449,381.030121,383.488373,202.457199,450316708
2005-08-22,383.488373,383.488373,341.697968,353.989258,186.883545,599117154
2005-08-29,349.072754,351.531006,299.907562,334.323181,176.501129,1067277795
2005-09-05,331.864929,339.239716,326.948425,329.406677,173.905594,393447186
2005-09-12,331.864929,351.531006,331.864929,336.781464,177.798950,819712318
2005-09-19,336.781464,346.614471,324.490143,326.948425,172.607803,415208524
2005-09-26,326.948425,358.905792,326.948425,356.447510,188.181396,479384030
2005-10-03,363.822296,371.197083,344.156219,356.447510,188.181396,578529410
2005-10-10,361.364044,361.364044,341.697968,346.614471,182.990143,218140174
2005-10-17,346.614471,349.072754,331.864929,341.697968,180.394577,320796170
2005-10-24,339.239716,346.614471,314.657135,319.573639,168.714355,271265174
2005-10-31,324.490143,329.406677,317.115387,324.490143,171.309937,163182576
2005-11-07,324.490143,324.490143,309.740601,309.740601,163.523148,296506620
2005-11-14,294.991058,309.740601,270.408478,290.074524,153.140717,693606799
2005-11-21,292.532806,299.907562,282.699768,299.907562,158.331924,561551946
2005-11-28,299.907562,339.239716,294.991058,339.239716,179.096786,926731158
2005-12-05,339.239716,400.696167,334.323181,390.863129,206.350540,1246571368
2005-12-12,405.612701,410.529205,390.863129,395.779663,208.946198,820774046
2005-12-19,388.404877,395.779663,371.197083,393.321411,207.648453,492810200
2005-12-26,393.321411,408.070953,390.863129,403.154449,212.839691,305464179
2006-01-02,403.154449,447.403107,398.237915,444.944824,234.902283,1177304861
2006-01-09,444.944824,494.110016,444.944824,471.985687,249.178146,1804209978
2006-01-16,474.443939,474.443939,410.529205,442.486572,233.604492,1482429371
2006-01-23,430.195282,457.236145,427.737030,440.028320,232.306671,741964199
2006-01-30,437.570068,449.861359,432.653534,449.861359,237.497925,638578013
2006-02-06,447.403107,449.861359,435.111786,444.944824,234.902283,548036281
2006-02-13,442.486572,447.403107,432.653534,432.653534,228.413269,525575262
2006-02-20,435.111786,437.570068,390.863129,395.779663,208.946198,616178010
2006-02-27,393.321411,420.362244,390.863129,415.445740,219.328690,652278765
2006-03-06,415.445740,422.820496,373.655334,376.113586,198.563797,1158386999
2006-03-13,376.113586,410.529205,368.738800,403.154449,212.839691,1263916979
2006-03-20,420.362244,442.486572,393.321411,420.362244,221.924240,1657577734
2006-03-27,420.362244,430.195282,412.987457,427.737030,225.817673,310036521
2006-04-03,408.070953,437.570068,408.070953,427.737030,225.817673,859758957
2006-04-10,427.737030,440.028320,410.529205,435.111786,229.711075,404650239
2006-04-17,440.028320,494.110016,432.653534,471.985687,249.178146,1644920399
2006-04-24,471.985687,484.276978,454.777863,471.985687,249.178146,1421648544
2006-05-01,479.360474,571.545166,469.527435,546.962585,288.761139,3000625929
2006-05-08,571.545166,583.836426,516.234314,522.380005,275.783051,2780419250
2006-05-15,510.088684,511.317810,432.653534,459.694397,242.689148,4663489928
2006-05-22,462.152649,467.069153,395.779663,415.445740,219.328690,2622425306
2006-05-29,422.820496,435.111786,398.237915,417.903992,220.626465,1940499535
2006-06-05,412.987457,422.820496,376.113586,398.237915,210.244049,1040004425
2006-06-12,390.863129,398.237915,373.655334,395.779663,208.946198,987501815
2006-06-19,405.612701,415.445740,390.863129,415.445740,221.450729,1628984325
2006-06-26,412.987457,430.195282,400.696167,422.820496,225.381836,1729022613
2006-07-03,430.195282,452.319611,408.070953,422.820496,225.381836,3674891805
2006-07-10,425.278778,430.195282,405.612701,410.529205,218.830002,568176555
2006-07-17,410.529205,412.987457,393.321411,403.154449,214.898956,556212801
2006-07-24,405.612701,427.737030,398.237915,427.737030,228.002563,895812932
2006-07-31,432.653534,486.735229,430.195282,486.735229,259.451172,2706604807
2006-08-07,486.735229,528.525635,479.360474,499.026520,266.002960,2105081478
2006-08-14,503.943054,528.525635,491.651764,516.234314,275.175446,653997462
2006-08-21,516.234314,546.962585,497.797394,510.088684,271.899536,1390844219
2006-08-28,510.088684,534.671265,503.943054,528.525635,281.727203,877128977
2006-09-04,540.816956,546.962585,522.380005,528.525635,281.727203,786918782
2006-09-11,516.234314,534.671265,503.943054,528.525635,281.727203,843639824
2006-09-18,528.525635,589.982117,516.234314,583.836426,311.210297,1497795938
2006-09-25,565.399536,583.836426,540.816956,571.545166,304.658539,1244832333
2006-10-02,565.399536,596.127747,546.962585,589.982117,314.486267,1324925609
2006-10-09,602.273376,688.312439,583.836426,688.312439,366.900635,1844815956
2006-10-16,676.021179,694.458130,645.292908,657.584229,350.521118,615342052
2006-10-23,657.584229,657.584229,657.584229,657.584229,350.521118,0
2006-10-30,663.729858,706.749390,651.438599,688.312439,366.900635,569777281
2006-11-06,706.749390,719.040710,676.021179,682.166809,363.624817,627200039
2006-11-13,651.438599,688.312439,639.147278,657.584229,350.521118,1229026429
2006-11-20,669.875488,682.166809,651.438599,663.729858,353.796967,640485866
2006-11-27,669.875488,719.040710,645.292908,712.895020,380.004242,1410044802
2006-12-04,706.749390,725.186340,694.458130,700.603760,373.452393,813575862
2006-12-11,682.166809,719.040710,682.166809,706.749390,376.728363,972582719
2006-12-18,706.749390,712.895020,669.875488,700.603760,373.452393,711788368
2006-12-25,700.603760,725.186340,700.603760,712.895020,380.004242,184777128
2007-01-01,712.895020,725.186340,706.749390,712.895020,380.004242,484552323
2007-01-08,700.603760,706.749390,577.690796,608.419067,324.313934,2010719971
2007-01-15,614.564697,676.021179,614.564697,663.729858,353.796967,959203331
2007-01-22,688.312439,694.458130,639.147278,651.438599,347.245239,1063291232
2007-01-29,633.001648,657.584229,620.710327,639.147278,340.693390,866060165
2007-02-05,633.001648,645.292908,583.836426,596.127747,317.762085,816647142
2007-02-12,602.273376,639.147278,583.836426,620.710327,330.865784,875760121
2007-02-19,626.855957,626.855957,608.419067,620.710327,330.865784,342193429
2007-02-26,602.273376,608.419067,528.525635,577.690796,307.934448,1282165668
2007-03-05,553.108215,602.273376,540.816956,596.127747,317.762085,2379556243
2007-03-12,596.127747,633.001648,596.127747,602.273376,321.037933,1778883108
2007-03-19,602.273376,614.564697,583.836426,614.564697,327.589813,541952707
2007-03-26,620.710327,626.855957,602.273376,614.564697,327.589813,740156006
2007-04-02,620.710327,676.021179,608.419067,657.584229,350.521118,1655063759
2007-04-09,669.875488,743.623291,657.584229,737.477600,393.107788,2505631253
2007-04-16,743.623291,774.351501,712.895020,774.351501,412.763153,2379198266
2007-04-23,805.079773,817.371033,762.060242,774.351501,412.763153,2169403429
2007-04-30,755.914551,786.642822,731.331970,755.914551,402.935577,1569989314
2007-05-07,774.351501,780.497131,749.768921,762.060242,406.211395,707901469
2007-05-14,768.205872,811.225403,755.914551,811.225403,432.418701,949607107
2007-05-21,805.079773,823.516663,749.768921,762.060242,406.211395,1375445108
2007-05-28,774.351501,798.934082,749.768921,798.934082,425.866821,591756253
2007-06-04,792.788452,811.225403,749.768921,762.060242,406.211395,928612572
2007-06-11,768.205872,798.934082,755.914551,792.788452,422.590912,646553168
2007-06-18,798.934082,805.079773,762.060242,774.351501,412.763153,453625961
2007-06-25,774.351501,780.497131,743.623291,768.205872,418.537964,545981982
2007-07-02,786.642822,805.079773,768.205872,792.788452,431.931274,823562604
2007-07-09,798.934082,866.536194,798.934082,829.662354,452.021027,3455811939
2007-07-16,835.807983,921.847046,829.662354,915.701416,498.897247,2524827768
2007-07-23,903.410095,934.138306,854.244934,866.536194,472.110901,2303801402
2007-07-30,860.390564,866.536194,798.934082,811.225403,441.976196,1936846543
2007-08-06,786.642822,823.516663,755.914551,780.497131,425.234650,1667887876
2007-08-13,792.788452,792.788452,645.292908,663.729858,361.616943,1084458667
2007-08-20,719.040710,743.623291,676.021179,743.623291,405.144867,1559264244
2007-08-27,749.768921,798.934082,737.477600,798.934082,435.279541,1044387609
2007-09-03,792.788452,798.934082,774.351501,786.642822,428.582977,600412787
2007-09-10,762.060242,780.497131,755.914551,774.351501,421.886261,446328111
2007-09-17,780.497131,841.953613,774.351501,841.953613,458.717621,1407919313
2007-09-24,841.953613,891.118774,835.807983,866.536194,472.110901,1080911429
2007-10-01,878.827515,909.555725,866.536194,897.264465,488.852417,1192036833
2007-10-08,903.410095,971.012207,903.410095,971.012207,529.032043,1039408475
2007-10-15,971.012207,971.012207,891.118774,891.118774,485.504089,433237547
2007-10-22,860.390564,971.012207,841.953613,952.575256,518.987244,1212268633
2007-10-29,958.720947,995.594788,903.410095,915.701416,498.897247,1522817713
2007-11-05,915.701416,921.847046,798.934082,835.807983,455.369324,2488987359
2007-11-12,823.516663,903.410095,805.079773,854.244934,465.414276,2736367744
2007-11-19,854.244934,878.827515,805.079773,823.516663,448.672791,1108258020
2007-11-26,835.807983,897.264465,829.662354,872.681885,475.459167,1126836211
2007-12-03,884.973145,927.992676,872.681885,872.681885,475.459167,1321191258
2007-12-10,872.681885,891.118774,835.807983,841.953613,458.717621,674552662
2007-12-17,835.807983,841.953613,792.788452,817.371033,445.324463,722224618
2007-12-24,817.371033,872.681885,817.371033,860.390564,468.762543,338534335
2007-12-31,860.390564,872.681885,823.516663,835.807983,455.369324,326849235
2008-01-07,811.225403,841.953613,811.225403,835.807983,455.369324,241658855
2008-01-14,829.662354,829.662354,719.040710,749.768921,408.493164,1175938040
2008-01-21,737.477600,811.225403,626.855957,811.225403,441.976196,1741460277
2008-01-28,780.497131,841.953613,768.205872,823.516663,448.672791,1357511683
2008-02-04,835.807983,854.244934,798.934082,817.371033,445.324463,715467802
2008-02-11,817.371033,823.516663,780.497131,817.371033,445.324463,583624481
2008-02-18,805.079773,835.807983,798.934082,829.662354,452.021027,782810182
2008-02-25,835.807983,835.807983,792.788452,805.079773,438.627838,475342550
2008-03-03,786.642822,798.934082,762.060242,780.497131,425.234650,383059753
2008-03-10,768.205872,805.079773,719.040710,737.477600,401.796509,1069791769
2008-03-17,700.603760,768.205872,676.021179,737.477600,401.796509,731792365
2008-03-24,737.477600,798.934082,737.477600,774.351501,421.886261,607340454
2008-03-31,768.205872,792.788452,731.331970,743.623291,405.144867,1267907610
2008-04-07,762.060242,762.060242,639.147278,719.040710,391.751526,902319571
2008-04-14,700.603760,700.603760,676.021179,694.458130,378.358337,944103210
2008-04-21,700.603760,706.749390,639.147278,645.292908,351.571869,871913902
2008-04-28,651.438599,762.060242,639.147278,762.060242,415.189728,1154701464
2008-05-05,768.205872,768.205872,682.166809,706.749390,385.055023,792697262
2008-05-12,700.603760,755.914551,688.312439,731.331970,398.448181,676230679
2008-05-19,731.331970,737.477600,688.312439,694.458130,378.358337,259331932
2008-05-26,682.166809,731.331970,663.729858,712.895020,388.403259,902514831
2008-06-02,712.895020,719.040710,682.166809,694.458130,378.358337,394547558
2008-06-09,669.875488,694.458130,657.584229,688.312439,375.010040,675105900
2008-06-16,694.458130,706.749390,651.438599,657.584229,358.268555,479648445
2008-06-23,645.292908,676.021179,633.001648,639.147278,372.923767,458279661
2008-06-30,639.147278,688.312439,633.001648,651.438599,380.095367,514303055
2008-07-07,651.438599,706.749390,645.292908,700.603760,408.781769,550232959
2008-07-14,694.458130,712.895020,645.292908,663.729858,387.267029,564183891
2008-07-21,682.166809,737.477600,663.729858,712.895020,415.953369,1066016739
2008-07-28,712.895020,749.768921,700.603760,731.331970,426.710785,508182871
2008-08-04,719.040710,774.351501,712.895020,719.040710,419.539154,638464110
2008-08-11,694.458130,731.331970,651.438599,712.895020,415.953369,496552686
2008-08-18,712.895020,725.186340,682.166809,700.603760,408.781769,267949821
2008-08-25,700.603760,712.895020,676.021179,694.458130,405.195953,241136125
2008-09-01,688.312439,719.040710,651.438599,669.875488,390.852722,615403071
2008-09-08,669.875488,694.458130,571.545166,602.273376,351.408844,577243947
2008-09-15,596.127747,669.875488,485.506104,657.584229,383.681152,905948155
2008-09-22,688.312439,688.312439,633.001648,645.292908,376.509460,562861815
2008-09-29,651.438599,651.438599,633.001648,651.438599,380.095367,29832091
2008-10-06,614.564697,626.855957,559.253845,565.399536,329.894135,520809694
2008-10-13,534.671265,583.836426,460.923523,460.923523,268.935364,854773727
2008-10-20,437.570068,496.568268,363.822296,363.822296,212.279663,559194586
2008-10-27,329.406677,383.488373,280.241486,383.488373,223.754196,1039589497
2008-11-03,393.321411,503.943054,393.321411,454.777863,265.349640,464316455
2008-11-10,469.527435,484.276978,430.195282,430.195282,251.006332,246259670
2008-11-17,415.445740,435.111786,304.824097,326.948425,190.764862,543105963
2008-11-24,336.781464,378.571838,307.282349,366.280548,213.714005,2755145262
2008-12-01,361.364044,412.987457,339.239716,403.154449,235.228836,1205981663
2008-12-08,403.154449,528.525635,403.154449,448.632233,261.763794,698124224
2008-12-15,467.069153,553.108215,467.069153,503.943054,294.036072,753340136
2008-12-22,503.943054,510.088684,473.214813,497.797394,290.450165,165031445
2008-12-29,497.797394,516.234314,497.797394,497.797394,290.450165,56135262
2009-01-05,540.816956,559.253845,473.214813,479.360474,279.692810,881052484
2009-01-12,474.443939,522.380005,454.777863,479.360474,279.692810,693285434
2009-01-19,469.527435,486.735229,435.111786,437.570068,255.309311,508711699
2009-01-26,437.570068,452.319611,437.570068,447.403107,261.046570,475757479
2009-02-02,437.570068,449.861359,432.653534,442.486572,258.177948,440118432
2009-02-09,435.111786,447.403107,417.903992,427.737030,249.572052,581228474
2009-02-16,425.278778,449.861359,415.445740,435.111786,253.875015,632860549
2009-02-23,437.570068,440.028320,422.820496,427.737030,249.572052,202246810
2009-03-02,417.903992,444.944824,412.987457,432.653534,252.440659,278632178
2009-03-09,432.653534,462.152649,430.195282,452.319611,263.915253,637406452
2009-03-16,457.236145,481.818726,447.403107,476.902191,278.258453,488801264
2009-03-23,479.360474,553.108215,479.360474,528.525635,308.379242,646435199
2009-03-30,503.943054,608.419067,489.193481,583.836426,340.651550,724661301
2009-04-06,571.545166,596.127747,522.380005,528.525635,308.379242,259150910
2009-04-13,565.399536,620.710327,540.816956,608.419067,354.994720,1260864006
2009-04-20,602.273376,639.147278,589.982117,602.273376,351.408844,452248970
2009-04-27,614.564697,706.749390,589.982117,700.603760,408.781769,551262143
2009-05-04,725.186340,737.477600,663.729858,694.458130,405.195953,998432316
2009-05-11,669.875488,712.895020,626.855957,651.438599,380.095367,548831561
2009-05-18,633.001648,749.768921,596.127747,688.312439,401.610138,1657726214
2009-05-25,688.312439,755.914551,669.875488,731.331970,426.710785,1219741402
2009-06-01,743.623291,884.973145,743.623291,878.827515,529.899658,1308180017
2009-06-08,848.099304,921.847046,798.934082,811.225403,489.138062,608381841
2009-06-15,805.079773,829.662354,725.186340,792.788452,478.021301,623886718
2009-06-22,792.788452,829.662354,737.477600,798.934082,481.726868,581665777
2009-06-29,792.788452,817.371033,768.205872,798.934082,481.726868,420586315
2009-07-06,786.642822,835.807983,768.205872,811.225403,489.138062,1097360063
2009-07-13,792.788452,841.953613,768.205872,829.662354,500.254730,1044755757
2009-07-20,829.662354,903.410095,829.662354,897.264465,541.016296,927148121
2009-07-27,884.973145,1050.905640,866.536194,1026.322998,618.833740,1060341991
2009-08-03,1044.760010,1063.196899,946.429626,958.720947,578.072205,692516597
2009-08-10,971.012207,989.449158,927.992676,964.866577,581.777832,845014782
2009-08-17,964.866577,1001.740417,909.555725,1001.740417,604.011353,593786144
2009-08-24,1032.468628,1032.468628,995.594788,1020.177368,615.127991,314438010
2009-08-31,1007.886108,1032.468628,952.575256,1014.031738,611.422485,334844731
2009-09-07,1020.177368,1118.507690,1001.740417,1112.362061,670.711914,557870478
2009-09-14,1093.925171,1216.838135,1087.779541,1161.527222,700.356812,421863642
2009-09-21,1161.527222,1161.527222,1087.779541,1112.362061,670.711914,222555903
2009-09-28,1075.488159,1216.838135,1057.051270,1186.109863,715.179077,603034560
2009-10-05,1198.401123,1302.877197,1167.672974,1198.401123,722.590210,532785650
2009-10-12,1179.964233,1241.420654,1167.672974,1198.401123,722.590210,270919402
2009-10-19,1179.964233,1192.255493,1118.507690,1155.381592,696.651184,536530171
2009-10-26,1167.672974,1192.255493,1050.905640,1149.235962,692.945557,732449333
2009-11-02,1155.381592,1167.672974,1093.925171,1136.944702,685.534302,356058933
2009-11-09,1155.381592,1173.818604,1124.653442,1155.381592,696.651184,394934011
2009-11-16,1210.692383,1216.838135,1149.235962,1161.527222,700.356812,530239133
2009-11-23,1155.381592,1167.672974,1057.051270,1075.488159,648.478455,551329264
2009-11-30,1093.925171,1149.235962,1075.488159,1130.799072,681.828918,615673587
2009-12-07,1130.799072,1149.235962,1106.216431,1149.235962,695.843872,350357743
2009-12-14,1149.235962,1149.235962,1100.070801,1118.507690,677.238281,355812825
2009-12-21,1093.925171,1124.653442,1075.488159,1118.507690,677.238281,283859457
2009-12-28,1112.362061,1161.527222,1112.362061,1155.381592,699.565002,157530201
2010-01-04,1210.692383,1216.838135,1143.090332,1173.818604,710.728333,564556104
2010-01-11,1167.672974,1198.401123,1155.381592,1186.109863,718.170410,363364918
2010-01-18,1179.964233,1204.546753,1124.653442,1149.235962,695.843872,463232354
2010-01-25,1155.381592,1155.381592,1106.216431,1149.235962,695.843872,429808290
2010-02-01,1149.235962,1161.527222,1081.633911,1087.779541,658.632935,426694297
2010-02-08,1063.196899,1093.925171,1020.177368,1081.633911,654.911926,638016638
2010-02-15,1075.488159,1118.507690,1063.196899,1112.362061,673.517273,459628177
2010-02-22,1112.362061,1130.799072,1087.779541,1100.070801,666.075134,399862296
2010-03-01,1100.070801,1124.653442,1081.633911,1093.925171,662.354126,307622209
2010-03-08,1124.653442,1179.964233,1106.216431,1167.672974,707.007263,683648530
2010-03-15,1179.964233,1278.294556,1161.527222,1278.294556,773.986816,858247726
2010-03-22,1229.129395,1388.916260,1222.983765,1339.750977,811.197632,590708763
2010-03-29,1327.459717,1376.624878,1266.003296,1290.585815,781.428833,461792311
2010-04-05,1302.877197,1327.459717,1216.838135,1241.420654,751.660217,634095163
2010-04-12,1302.877197,1302.877197,1241.420654,1253.711914,759.102417,497644922
2010-04-19,1253.711914,1327.459717,1222.983765,1302.877197,788.871277,705780049
2010-04-26,1290.585815,1425.790039,1266.003296,1425.790039,863.292908,871435922
2010-05-03,1413.498779,1438.081421,1241.420654,1266.003296,766.544556,897972997
2010-05-10,1278.294556,1352.042358,1266.003296,1327.459717,803.755615,466810090
2010-05-17,1327.459717,1376.624878,1198.401123,1229.129395,744.217957,835648395
2010-05-24,1229.129395,1266.003296,1155.381592,1241.420654,751.660217,480138629
2010-05-31,1315.168457,1401.207520,1241.420654,1364.333618,826.082031,576800544
2010-06-07,1302.877197,1352.042358,1290.585815,1339.750977,811.197632,411608416
2010-06-14,1339.750977,1499.537842,1327.459717,1462.663940,902.191345,475948671
2010-06-21,1438.081421,1499.537842,1364.333618,1474.955200,909.773010,418440487
2010-06-28,1499.537842,1499.537842,1388.916260,1413.498779,871.865723,319384600
2010-07-05,1425.790039,1450.372681,1376.624878,1450.372681,894.609863,280413928
2010-07-12,1511.829102,1548.703003,1462.663940,1499.537842,924.935852,408594085
2010-07-19,1474.955200,1511.829102,1450.372681,1499.537842,924.935852,331216147
2010-07-26,1511.829102,1524.120483,1450.372681,1474.955200,909.773010,433154153
2010-08-02,1438.081421,1499.537842,1339.750977,1474.955200,909.773010,585145882
2010-08-09,1487.246582,1487.246582,1413.498779,1450.372681,894.609863,269823097
2010-08-16,1474.955200,1487.246582,1438.081421,1474.955200,909.773010,176480606
2010-08-23,1487.246582,1499.537842,1425.790039,1450.372681,894.609863,264229707
2010-08-30,1425.790039,1499.537842,1401.207520,1487.246582,917.354309,295719477
2010-09-06,1524.120483,1548.703003,1487.246582,1548.703003,955.261475,176736885
2010-09-13,1548.703003,1708.489868,1548.703003,1696.198608,1046.238647,304876365
2010-09-20,1622.450806,1671.615967,1511.829102,1622.450806,1000.750244,612057208
2010-09-27,1634.742065,1782.237549,1610.159546,1683.907227,1038.657349,514427127
2010-10-04,1720.781128,1745.363770,1622.450806,1647.033325,1015.913086,418340822
